# This file contains a list of recent earthquake locations.,
# format is: lat/lon,
12,116
39.4,74.45
37.58,58.24
34.34,3.54
30.15,69
36.961,49.414
29.002,58.325
23.419,70.232
32.04,76.16
-8.4,115.14
39.4,66.57
38,63
23.13,111.26
41.05,122.58
23.5,117
