vehicle,time,lat[D.DDD],lon[D.DDD]
veh_2,12:41:32.00,35.7168515,-120.764521
veh_2,12:41:32.44,35.7168488,-120.7645202
veh_2,12:41:32.72,35.7168472,-120.7645182
veh_2,12:41:33.05,35.716846,-120.7645167
veh_2,12:41:33.47,35.716845,-120.7645156
veh_2,12:41:33.74,35.7168436,-120.764515
veh_2,12:41:34.00,35.7168421,-120.764516
veh_2,12:41:34.24,35.7168418,-120.7645156
veh_2,12:41:34.62,35.7168412,-120.7645161
veh_2,12:41:34.84,35.7168401,-120.7645159
veh_2,12:41:35.09,35.7168398,-120.7645145
veh_2,12:41:35.34,35.7168403,-120.7645117
veh_2,12:41:35.72,35.7168409,-120.7645109
veh_2,12:41:35.99,35.7168414,-120.7645097
veh_2,12:41:36.34,35.7168416,-120.7645097
veh_2,12:41:36.58,35.7168415,-120.7645094
veh_2,12:41:36.86,35.7168411,-120.7645095
veh_2,12:41:37.13,35.7168409,-120.7645093
veh_2,12:41:37.48,35.7168411,-120.7645084
veh_2,12:41:38.00,35.7168417,-120.7645076
veh_2,12:41:38.24,35.7168423,-120.7645082
veh_2,12:41:38.61,35.7168423,-120.7645076
veh_2,12:41:38.85,35.7168423,-120.7645073
veh_2,12:41:39.09,35.7168425,-120.7645069
veh_2,12:41:39.44,35.7168426,-120.7645051
veh_2,12:41:40.06,35.7168451,-120.7645041
veh_2,12:41:40.30,35.7168467,-120.7645038
veh_2,12:41:40.68,35.7168481,-120.764504
veh_2,12:41:41.05,35.7168484,-120.7645046
veh_2,12:41:41.30,35.7168473,-120.7645059
veh_2,12:41:41.79,35.7168485,-120.7645061
veh_2,12:41:42.05,35.7168494,-120.7645059
veh_2,12:41:42.35,35.7168481,-120.7645055
veh_2,12:41:42.75,35.7168482,-120.7645064
veh_2,12:41:42.97,35.7168487,-120.7645062
veh_2,12:41:43.25,35.7168489,-120.7645073
veh_2,12:41:43.99,35.7168492,-120.7645077
veh_2,12:41:44.24,35.7168489,-120.7645075
veh_2,12:41:44.48,35.7168503,-120.7645065
veh_2,12:41:44.78,35.7168507,-120.7645071
veh_2,12:41:45.10,35.7168511,-120.7645082
veh_2,12:41:45.44,35.716851,-120.7645094
veh_2,12:41:45.69,35.7168528,-120.7645069
veh_2,12:41:46.47,35.716852,-120.7645085
veh_2,12:41:46.74,35.7168521,-120.7645081
veh_2,12:41:47.00,35.7168519,-120.7645084
veh_2,12:41:47.27,35.7168516,-120.7645089
veh_2,12:41:47.65,35.7168513,-120.7645087
veh_2,12:41:47.89,35.7168505,-120.7645095
veh_2,12:41:48.17,35.7168511,-120.7645102
veh_2,12:41:48.51,35.716851,-120.7645108
veh_2,12:41:48.86,35.716851,-120.764511
veh_2,12:41:49.27,35.7168518,-120.7645106
veh_2,12:41:49.82,35.7168525,-120.764511
veh_2,12:41:50.07,35.7168527,-120.7645111
veh_2,12:41:50.31,35.7168528,-120.7645119
veh_2,12:41:50.85,35.716853,-120.764512
veh_2,12:41:51.59,35.7168531,-120.7645132
veh_2,12:41:52.06,35.7168532,-120.7645126
veh_2,12:41:52.55,35.7168536,-120.7645125
veh_2,12:41:52.92,35.7168533,-120.7645129
veh_2,12:41:53.31,35.7168533,-120.7645133
veh_2,12:41:53.73,35.7168529,-120.7645138
veh_2,12:41:54.11,35.7168535,-120.7645136
veh_2,12:41:54.75,35.7168533,-120.7645142
veh_2,12:41:54.99,35.716853,-120.7645149
veh_2,12:41:55.23,35.7168532,-120.7645146
veh_2,12:41:55.71,35.7168534,-120.7645143
veh_2,12:41:56.06,35.7168532,-120.7645143
veh_2,12:41:56.96,35.716853,-120.7645142
veh_2,12:41:57.30,35.7168532,-120.7645134
veh_2,12:41:57.85,35.7168531,-120.7645133
veh_2,12:41:58.09,35.716853,-120.7645131
veh_2,12:41:58.48,35.7168531,-120.7645132
veh_2,12:41:59.28,35.716853,-120.7645128
veh_2,12:41:59.75,35.7168532,-120.764513
veh_2,12:42:00.10,35.7168532,-120.7645129
veh_2,12:42:00.48,35.7168535,-120.7645125
veh_2,12:42:00.96,35.7168537,-120.7645129
veh_2,12:42:01.23,35.7168531,-120.7645129
veh_2,12:42:01.79,35.7168528,-120.7645133
veh_2,12:42:02.51,35.7168529,-120.7645141
veh_2,12:42:02.99,35.7168521,-120.764514
veh_2,12:42:03.27,35.7168511,-120.764515
veh_2,12:42:03.85,35.7168513,-120.7645146
veh_2,12:42:04.29,35.7168514,-120.764514
veh_2,12:42:04.54,35.716851,-120.7645149
veh_2,12:42:04.89,35.7168508,-120.7645157
veh_2,12:42:05.27,35.7168513,-120.7645163
veh_2,12:42:05.74,35.7168509,-120.7645173
veh_2,12:42:06.13,35.7168503,-120.7645171
veh_2,12:42:06.55,35.7168497,-120.7645174
veh_2,12:42:07.02,35.7168492,-120.7645173
veh_2,12:42:07.26,35.7168489,-120.7645192
veh_2,12:42:08.16,35.7168472,-120.7645201
veh_2,12:42:08.47,35.7168472,-120.7645211
veh_2,12:42:08.99,35.7168472,-120.7645218
veh_2,12:42:09.44,35.7168474,-120.7645218
veh_2,12:42:09.70,35.7168466,-120.7645223
veh_2,12:42:10.05,35.7168467,-120.7645226
veh_2,12:42:10.75,35.7168467,-120.7645227
veh_2,12:42:11.03,35.7168472,-120.764523
veh_2,12:42:11.36,35.7168473,-120.7645231
veh_2,12:42:12.12,35.7168469,-120.7645235
veh_2,12:42:12.61,35.716847,-120.7645234
veh_2,12:42:12.88,35.7168469,-120.7645237
veh_2,12:42:13.26,35.716847,-120.7645235
veh_2,12:42:13.82,35.716847,-120.7645237
veh_2,12:42:14.19,35.7168469,-120.7645236
veh_2,12:42:14.42,35.7168473,-120.7645238
veh_2,12:42:14.67,35.7168474,-120.7645247
veh_2,12:42:15.02,35.7168477,-120.7645248
veh_2,12:42:15.78,35.7168484,-120.7645243
veh_2,12:42:16.15,35.7168485,-120.7645244
veh_2,12:42:17.15,35.7168479,-120.7645246
veh_2,12:42:17.85,35.7168479,-120.7645244
veh_2,12:42:18.12,35.7168478,-120.7645241
veh_2,12:42:18.36,35.7168475,-120.7645241
veh_2,12:42:19.01,35.7168472,-120.7645249
veh_2,12:42:19.61,35.7168461,-120.7645248
veh_2,12:42:20.01,35.7168458,-120.7645245
veh_2,12:42:20.26,35.7168458,-120.7645244
veh_2,12:42:20.61,35.7168459,-120.7645239
veh_2,12:42:20.87,35.7168464,-120.764523
veh_2,12:42:21.15,35.7168462,-120.7645231
veh_2,12:42:21.39,35.7168464,-120.7645227
veh_2,12:42:21.77,35.7168466,-120.7645224
veh_2,12:42:22.05,35.7168464,-120.764522
veh_2,12:42:22.39,35.7168466,-120.7645218
veh_2,12:42:22.63,35.7168471,-120.7645209
veh_2,12:42:22.91,35.7168475,-120.7645201
veh_2,12:42:23.15,35.7168469,-120.7645212
veh_2,12:42:23.50,35.7168474,-120.7645204
veh_2,12:42:23.74,35.7168477,-120.7645202
veh_2,12:42:24.11,35.716848,-120.7645199
veh_2,12:42:24.36,35.7168485,-120.7645192
veh_2,12:42:24.74,35.7168489,-120.7645193
veh_2,12:42:25.00,35.7168493,-120.7645193
veh_2,12:42:25.25,35.7168515,-120.7645177
veh_2,12:42:25.52,35.7168512,-120.7645184
veh_2,12:42:25.98,35.7168514,-120.7645184
veh_2,12:42:26.23,35.7168512,-120.7645185
veh_2,12:42:26.61,35.7168517,-120.7645183
veh_2,12:42:26.95,35.7168517,-120.7645183
veh_2,12:42:27.29,35.7168523,-120.764518
veh_2,12:42:27.64,35.7168532,-120.7645179
veh_2,12:42:27.91,35.7168533,-120.7645179
veh_2,12:42:28.28,35.7168534,-120.7645178
veh_2,12:42:28.64,35.7168545,-120.7645185
veh_2,12:42:29.09,35.7168556,-120.7645181
veh_2,12:42:29.51,35.716856,-120.7645177
veh_2,12:42:30.05,35.7168568,-120.7645179
veh_2,12:42:30.29,35.7168567,-120.7645178
veh_2,12:42:30.70,35.7168568,-120.7645176
veh_2,12:42:30.97,35.7168569,-120.7645177
veh_2,12:42:31.35,35.7168568,-120.7645182
veh_2,12:42:31.63,35.7168569,-120.7645181
veh_2,12:42:31.95,35.7168568,-120.7645183
veh_2,12:42:32.40,35.7168575,-120.764518
veh_2,12:42:32.66,35.7168573,-120.7645185
veh_2,12:42:32.98,35.7168574,-120.7645187
veh_2,12:42:33.32,35.7168569,-120.764519
veh_2,12:42:33.85,35.7168569,-120.764519
veh_2,12:42:34.09,35.7168574,-120.7645185
veh_2,12:42:34.43,35.7168576,-120.7645182
veh_2,12:42:34.89,35.7168574,-120.7645185
veh_2,12:42:35.23,35.7168573,-120.7645189
veh_2,12:42:35.86,35.7168573,-120.7645183
veh_2,12:42:36.14,35.7168574,-120.7645182
veh_2,12:42:36.39,35.7168574,-120.7645182
veh_2,12:42:36.76,35.7168577,-120.7645178
veh_2,12:42:37.12,35.7168581,-120.7645175
veh_2,12:42:37.37,35.7168585,-120.7645174
veh_2,12:42:37.64,35.7168587,-120.7645167
veh_2,12:42:38.01,35.7168586,-120.7645169
veh_2,12:42:38.50,35.7168589,-120.7645175
veh_2,12:42:39.09,35.7168587,-120.7645179
veh_2,12:42:39.33,35.7168601,-120.764517
veh_2,12:42:39.85,35.7168593,-120.7645187
veh_2,12:42:40.09,35.716859,-120.7645187
veh_2,12:42:40.36,35.7168586,-120.7645188
veh_2,12:42:40.61,35.7168586,-120.7645184
veh_2,12:42:40.88,35.7168589,-120.7645185
veh_2,12:42:41.15,35.716859,-120.7645187
veh_2,12:42:41.56,35.716859,-120.764519
veh_2,12:42:41.92,35.7168592,-120.7645188
veh_2,12:42:42.16,35.7168593,-120.7645188
veh_2,12:42:42.43,35.7168592,-120.7645185
veh_2,12:42:42.90,35.7168589,-120.7645186
veh_2,12:42:43.26,35.7168606,-120.764518
veh_2,12:42:43.50,35.7168602,-120.7645187
veh_2,12:42:43.78,35.7168602,-120.7645189
veh_2,12:42:44.15,35.716859,-120.7645201
veh_2,12:42:44.50,35.7168593,-120.7645199
veh_2,12:42:45.02,35.7168589,-120.7645199
veh_2,12:42:45.26,35.7168586,-120.7645202
veh_2,12:42:45.53,35.7168585,-120.7645201
veh_2,12:42:45.84,35.7168588,-120.7645206
veh_2,12:42:46.12,35.7168581,-120.7645214
veh_2,12:42:46.46,35.7168582,-120.7645217
veh_2,12:42:47.23,35.7168577,-120.7645223
veh_2,12:42:47.50,35.7168578,-120.7645225
veh_2,12:42:48.13,35.7168572,-120.7645235
veh_2,12:42:48.47,35.7168571,-120.7645238
veh_2,12:42:48.81,35.7168561,-120.7645247
veh_2,12:42:49.10,35.7168559,-120.764525
veh_2,12:42:49.34,35.716856,-120.764525
veh_2,12:42:49.79,35.7168563,-120.7645248
veh_2,12:42:50.13,35.7168555,-120.764524
veh_2,12:42:50.37,35.7168534,-120.7645238
veh_2,12:42:50.71,35.7168534,-120.7645238
veh_2,12:42:50.99,35.7168526,-120.7645239
veh_2,12:42:51.24,35.7168522,-120.764524
veh_2,12:42:51.61,35.7168525,-120.7645237
veh_2,12:42:51.89,35.7168517,-120.7645236
veh_2,12:42:52.12,35.7168514,-120.7645236
veh_2,12:42:52.48,35.7168517,-120.7645232
veh_2,12:42:53.02,35.7168508,-120.764524
veh_2,12:42:53.36,35.7168495,-120.7645245
veh_2,12:42:53.71,35.7168493,-120.7645241
veh_2,12:42:54.30,35.7168497,-120.7645243
veh_2,12:42:54.74,35.7168495,-120.764524
veh_2,12:42:55.12,35.7168504,-120.7645233
veh_2,12:42:55.38,35.7168501,-120.7645232
veh_2,12:42:55.78,35.7168503,-120.7645233
veh_2,12:42:56.15,35.7168503,-120.7645242
veh_2,12:42:56.41,35.71685,-120.7645248
veh_2,12:42:56.67,35.7168497,-120.7645248
veh_2,12:42:57.03,35.7168497,-120.764525
veh_2,12:42:57.27,35.7168491,-120.7645254
veh_2,12:42:57.54,35.7168493,-120.7645252
veh_2,12:42:57.82,35.7168487,-120.7645259
veh_2,12:42:58.17,35.7168488,-120.7645262
veh_2,12:42:58.41,35.7168485,-120.7645261
veh_2,12:42:58.69,35.7168483,-120.7645261
veh_2,12:42:58.96,35.7168484,-120.7645258
veh_2,12:42:59.40,35.7168485,-120.7645259
veh_2,12:42:59.92,35.7168481,-120.764526
veh_2,12:43:00.27,35.7168486,-120.7645258
veh_2,12:43:00.51,35.7168488,-120.7645257
veh_2,12:43:00.96,35.7168488,-120.7645257
veh_2,12:43:01.20,35.7168489,-120.7645256
veh_2,12:43:01.45,35.7168489,-120.7645259
veh_2,12:43:02.24,35.7168494,-120.7645256
veh_2,12:43:02.61,35.7168498,-120.7645252
veh_2,12:43:02.86,35.7168498,-120.7645253
veh_2,12:43:03.24,35.7168497,-120.7645255
veh_2,12:43:03.51,35.7168498,-120.7645254
veh_2,12:43:03.79,35.7168489,-120.7645261
veh_2,12:43:04.06,35.7168487,-120.7645272
veh_2,12:43:04.52,35.7168488,-120.764527
veh_2,12:43:05.10,35.7168489,-120.7645266
veh_2,12:43:05.54,35.7168495,-120.7645265
veh_2,12:43:05.96,35.7168491,-120.7645266
veh_2,12:43:06.38,35.7168493,-120.7645269
veh_2,12:43:06.79,35.7168488,-120.764527
veh_2,12:43:07.29,35.7168499,-120.7645264
veh_2,12:43:07.61,35.7168504,-120.7645257
veh_2,12:43:08.03,35.7168502,-120.7645254
veh_2,12:43:08.44,35.7168497,-120.7645253
veh_2,12:43:08.85,35.7168495,-120.7645257
veh_2,12:43:09.33,35.7168498,-120.7645257
veh_2,12:43:10.16,35.7168488,-120.764526
veh_2,12:43:10.68,35.7168494,-120.7645256
veh_2,12:43:10.94,35.7168496,-120.7645255
veh_2,12:43:11.26,35.7168496,-120.7645259
veh_2,12:43:11.68,35.7168499,-120.7645257
veh_2,12:43:12.13,35.71685,-120.7645259
veh_2,12:43:12.51,35.7168507,-120.7645248
veh_2,12:43:12.96,35.7168513,-120.7645246
veh_2,12:43:13.33,35.7168513,-120.7645243
veh_2,12:43:13.60,35.7168521,-120.7645239
veh_2,12:43:14.30,35.7168533,-120.7645237
veh_2,12:43:14.81,35.7168534,-120.7645235
veh_2,12:43:15.08,35.716853,-120.7645236
veh_2,12:43:15.50,35.7168526,-120.7645238
veh_2,12:43:15.86,35.7168528,-120.764524
veh_2,12:43:16.19,35.7168527,-120.7645236
veh_2,12:43:16.44,35.7168528,-120.7645235
veh_2,12:43:16.74,35.7168534,-120.764523
veh_2,12:43:17.12,35.716854,-120.7645224
veh_2,12:43:17.37,35.7168541,-120.7645227
veh_2,12:43:17.81,35.7168543,-120.7645226
veh_2,12:43:18.27,35.7168543,-120.7645225
veh_2,12:43:18.54,35.7168539,-120.7645226
veh_2,12:43:18.79,35.7168543,-120.764522
veh_2,12:43:19.17,35.7168549,-120.7645215
veh_2,12:43:19.76,35.7168551,-120.7645208
veh_2,12:43:20.14,35.7168542,-120.7645211
veh_2,12:43:20.40,35.7168538,-120.7645207
veh_2,12:43:20.65,35.7168536,-120.7645206
veh_2,12:43:21.03,35.7168531,-120.7645209
veh_2,12:43:21.52,35.7168531,-120.7645209
veh_2,12:43:21.90,35.716852,-120.7645222
veh_2,12:43:22.17,35.7168526,-120.7645218
veh_2,12:43:22.41,35.7168524,-120.764521
veh_2,12:43:23.11,35.7168518,-120.7645214
veh_2,12:43:23.51,35.7168505,-120.7645222
veh_2,12:43:23.87,35.7168506,-120.7645221
veh_2,12:43:24.56,35.71685,-120.7645221
veh_2,12:43:24.92,35.7168495,-120.7645221
veh_2,12:43:25.20,35.7168498,-120.7645219
veh_2,12:43:25.45,35.7168498,-120.7645214
veh_2,12:43:25.69,35.7168493,-120.7645214
veh_2,12:43:26.00,35.7168495,-120.7645214
veh_2,12:43:26.35,35.7168495,-120.7645213
veh_2,12:43:26.61,35.7168491,-120.764521
veh_2,12:43:26.89,35.7168493,-120.7645207
veh_2,12:43:27.18,35.7168496,-120.7645205
veh_2,12:43:27.44,35.7168496,-120.7645216
veh_2,12:43:27.83,35.7168496,-120.7645215
veh_2,12:43:28.43,35.7168494,-120.764522
veh_2,12:43:28.93,35.7168484,-120.7645235
veh_2,12:43:29.31,35.7168486,-120.7645233
veh_2,12:43:29.56,35.7168487,-120.7645235
veh_2,12:43:29.78,35.7168486,-120.7645237
veh_2,12:43:30.27,35.7168485,-120.7645238
veh_2,12:43:30.51,35.7168482,-120.7645238
veh_2,12:43:30.77,35.7168486,-120.7645236
veh_2,12:43:31.03,35.7168481,-120.7645235
veh_2,12:43:31.41,35.7168481,-120.7645236
veh_2,12:43:31.66,35.7168486,-120.7645235
veh_2,12:43:31.95,35.716849,-120.7645232
veh_2,12:43:32.46,35.7168498,-120.764523
veh_2,12:43:32.73,35.7168496,-120.7645227
veh_2,12:43:33.80,35.7168495,-120.7645243
veh_2,12:43:34.08,35.7168487,-120.764524
veh_2,12:43:34.35,35.716849,-120.7645242
veh_2,12:43:34.94,35.7168481,-120.7645262
veh_2,12:43:35.29,35.7168488,-120.7645261
veh_2,12:43:35.73,35.7168487,-120.7645259
veh_2,12:43:36.14,35.716849,-120.7645261
veh_2,12:43:36.39,35.7168487,-120.764526
veh_2,12:43:36.62,35.7168489,-120.7645259
veh_2,12:43:37.19,35.7168483,-120.7645262
veh_2,12:43:37.43,35.7168488,-120.7645262
veh_2,12:43:37.95,35.7168494,-120.764524
veh_2,12:43:38.43,35.7168491,-120.7645235
veh_2,12:43:38.67,35.7168489,-120.7645236
veh_2,12:43:39.05,35.7168489,-120.7645231
veh_2,12:43:39.32,35.7168487,-120.7645224
veh_2,12:43:39.72,35.7168487,-120.7645219
veh_2,12:43:40.21,35.7168491,-120.7645219
veh_2,12:43:40.46,35.7168489,-120.7645207
veh_2,12:43:40.72,35.7168488,-120.7645204
veh_2,12:43:40.97,35.7168488,-120.7645198
veh_2,12:43:41.25,35.7168491,-120.7645196
veh_2,12:43:41.50,35.716849,-120.764519
veh_2,12:43:41.76,35.7168497,-120.7645194
veh_2,12:43:42.15,35.7168496,-120.7645193
veh_2,12:43:42.38,35.7168496,-120.7645186
veh_2,12:43:42.63,35.7168496,-120.7645186
veh_2,12:43:42.99,35.7168494,-120.7645188
veh_2,12:43:43.50,35.7168488,-120.7645197
veh_2,12:43:43.78,35.716849,-120.7645196
veh_2,12:43:44.16,35.7168487,-120.7645197
veh_2,12:43:44.40,35.7168487,-120.7645202
veh_2,12:43:44.74,35.7168476,-120.7645207
veh_2,12:43:45.20,35.7168477,-120.764521
veh_2,12:43:45.46,35.7168471,-120.7645214
veh_2,12:43:45.71,35.7168468,-120.7645213
veh_2,12:43:46.02,35.7168467,-120.7645216
veh_2,12:43:46.26,35.7168468,-120.764522
veh_2,12:43:46.61,35.7168467,-120.7645223
veh_2,12:43:46.88,35.7168466,-120.7645225
veh_2,12:43:47.58,35.7168464,-120.7645229
veh_2,12:43:47.95,35.7168466,-120.764523
veh_2,12:43:48.23,35.7168465,-120.7645232
veh_2,12:43:48.50,35.7168464,-120.7645231
veh_2,12:43:48.92,35.7168458,-120.7645234
veh_2,12:43:49.20,35.7168449,-120.7645231
veh_2,12:43:49.64,35.7168449,-120.7645232
veh_2,12:43:49.88,35.7168447,-120.7645228
veh_2,12:43:50.16,35.7168446,-120.7645226
veh_2,12:43:50.47,35.7168445,-120.7645232
veh_2,12:43:50.78,35.7168441,-120.7645235
veh_2,12:43:51.09,35.7168441,-120.7645236
veh_2,12:43:51.50,35.7168438,-120.7645242
veh_2,12:43:51.74,35.7168434,-120.7645241
veh_2,12:43:52.12,35.7168438,-120.7645241
veh_2,12:43:52.50,35.7168434,-120.7645239
veh_2,12:43:52.85,35.7168437,-120.7645241
veh_2,12:43:53.13,35.7168434,-120.764524
veh_2,12:43:53.38,35.7168432,-120.7645244
veh_2,12:43:53.68,35.7168427,-120.7645252
veh_2,12:43:54.02,35.7168421,-120.7645259
veh_2,12:43:54.46,35.7168412,-120.764526
veh_2,12:43:54.82,35.7168415,-120.7645263
veh_2,12:43:55.19,35.7168405,-120.7645259
veh_2,12:43:55.46,35.7168406,-120.7645261
veh_2,12:43:55.71,35.7168403,-120.7645268
veh_2,12:43:55.96,35.7168397,-120.7645269
veh_2,12:43:56.23,35.71684,-120.7645267
veh_2,12:43:56.60,35.7168412,-120.7645266
veh_2,12:43:56.85,35.7168409,-120.7645261
veh_2,12:43:57.19,35.7168412,-120.764526
veh_2,12:43:57.50,35.7168419,-120.7645258
veh_2,12:43:57.82,35.716842,-120.7645256
veh_2,12:43:58.12,35.7168423,-120.7645258
veh_2,12:43:58.43,35.7168423,-120.7645258
veh_2,12:43:58.68,35.7168427,-120.7645258
veh_2,12:43:58.95,35.7168434,-120.7645267
veh_2,12:43:59.26,35.7168428,-120.7645269
veh_2,12:43:59.54,35.7168423,-120.764527
veh_2,12:43:59.79,35.7168419,-120.764527
veh_2,12:44:00.19,35.7168418,-120.7645269
veh_2,12:44:00.71,35.7168415,-120.764527
veh_2,12:44:00.96,35.7168418,-120.7645274
veh_2,12:44:01.23,35.7168414,-120.7645277
veh_2,12:44:01.61,35.7168415,-120.7645278
veh_2,12:44:01.86,35.7168413,-120.7645279
veh_2,12:44:02.23,35.7168411,-120.7645278
veh_2,12:44:02.47,35.7168408,-120.7645281
veh_2,12:44:03.03,35.7168405,-120.7645273
veh_2,12:44:03.30,35.7168412,-120.7645275
veh_2,12:44:03.58,35.7168412,-120.7645278
veh_2,12:44:03.92,35.7168413,-120.764528
veh_2,12:44:04.31,35.7168414,-120.764528
veh_2,12:44:04.73,35.7168425,-120.7645282
veh_2,12:44:04.99,35.7168423,-120.7645276
veh_2,12:44:05.28,35.7168422,-120.764527
veh_2,12:44:05.55,35.716843,-120.7645274
veh_2,12:44:05.79,35.7168405,-120.7645266
veh_2,12:44:06.03,35.7168407,-120.7645264
veh_2,12:44:06.32,35.7168414,-120.7645267
veh_2,12:44:06.60,35.7168411,-120.7645267
veh_2,12:44:07.04,35.7168412,-120.7645271
veh_2,12:44:07.98,35.7168419,-120.7645265
veh_2,12:44:08.39,35.7168417,-120.7645259
veh_2,12:44:08.73,35.7168421,-120.7645253
veh_2,12:44:09.11,35.7168426,-120.7645252
veh_2,12:44:09.52,35.7168424,-120.7645241
veh_2,12:44:09.93,35.7168421,-120.7645242
veh_2,12:44:11.14,35.7168438,-120.7645226
veh_2,12:44:11.59,35.7168446,-120.764523
veh_2,12:44:11.90,35.7168452,-120.7645223
veh_2,12:44:12.63,35.7168453,-120.7645233
veh_2,12:44:12.99,35.7168447,-120.7645229
veh_2,12:44:13.35,35.7168448,-120.7645236
veh_2,12:44:13.83,35.7168445,-120.7645236
veh_2,12:44:14.17,35.7168449,-120.764524
veh_2,12:44:14.79,35.7168455,-120.7645243
veh_2,12:44:15.10,35.716846,-120.764525
veh_2,12:44:15.41,35.7168465,-120.764525
veh_2,12:44:15.83,35.7168464,-120.7645244
veh_2,12:44:16.09,35.7168464,-120.7645243
veh_2,12:44:16.45,35.7168466,-120.7645244
veh_2,12:44:16.79,35.7168467,-120.7645243
veh_2,12:44:17.13,35.7168472,-120.7645244
veh_2,12:44:17.76,35.7168471,-120.7645235
veh_2,12:44:18.13,35.7168474,-120.764524
veh_2,12:44:18.41,35.7168466,-120.7645254
veh_2,12:44:18.73,35.7168466,-120.7645251
veh_2,12:44:19.00,35.7168469,-120.7645252
veh_2,12:44:19.69,35.7168473,-120.7645243
veh_2,12:44:19.97,35.7168472,-120.7645238
veh_2,12:44:20.38,35.7168474,-120.764524
veh_2,12:44:20.66,35.7168474,-120.7645239
veh_2,12:44:21.31,35.7168478,-120.7645235
veh_2,12:44:21.55,35.7168475,-120.764524
veh_2,12:44:21.90,35.7168473,-120.7645235
veh_2,12:44:22.15,35.7168477,-120.764524
veh_2,12:44:22.61,35.7168477,-120.7645238
veh_2,12:44:22.96,35.7168472,-120.764524
veh_2,12:44:23.62,35.7168477,-120.7645244
veh_2,12:44:24.00,35.7168473,-120.7645247
veh_2,12:44:24.31,35.7168472,-120.7645247
veh_2,12:44:24.73,35.7168476,-120.7645245
veh_2,12:44:25.45,35.7168478,-120.764524
veh_2,12:44:25.79,35.7168472,-120.7645242
veh_2,12:44:26.10,35.716847,-120.7645245
veh_2,12:44:26.72,35.716847,-120.7645253
veh_2,12:44:26.97,35.7168471,-120.7645252
veh_2,12:44:27.48,35.7168475,-120.764526
veh_2,12:44:27.83,35.7168474,-120.7645252
veh_2,12:44:28.10,35.7168473,-120.7645256
veh_2,12:44:28.37,35.7168473,-120.7645254
veh_2,12:44:28.66,35.7168479,-120.7645259
veh_2,12:44:28.89,35.7168474,-120.7645263
veh_2,12:44:29.35,35.7168473,-120.7645287
veh_2,12:44:29.60,35.7168471,-120.7645283
veh_2,12:44:29.87,35.716847,-120.7645275
veh_2,12:44:30.24,35.7168468,-120.7645274
veh_2,12:44:30.49,35.7168474,-120.7645272
veh_2,12:44:30.76,35.7168481,-120.7645276
veh_2,12:44:31.15,35.7168484,-120.7645256
veh_2,12:44:31.39,35.7168482,-120.7645254
veh_2,12:44:31.66,35.7168477,-120.7645246
veh_2,12:44:31.90,35.7168476,-120.7645241
veh_2,12:44:32.21,35.7168472,-120.7645245
veh_2,12:44:32.46,35.716847,-120.7645244
veh_2,12:44:32.72,35.716847,-120.7645247
veh_2,12:44:33.08,35.7168471,-120.7645246
veh_2,12:44:33.35,35.7168471,-120.7645246
veh_2,12:44:33.60,35.7168463,-120.7645248
veh_2,12:44:33.87,35.7168461,-120.7645246
veh_2,12:44:34.33,35.7168461,-120.7645247
veh_2,12:44:34.57,35.716846,-120.7645246
veh_2,12:44:34.84,35.7168459,-120.7645246
veh_2,12:44:35.53,35.7168458,-120.7645252
veh_2,12:44:35.87,35.7168455,-120.7645257
veh_2,12:44:36.25,35.7168453,-120.7645255
veh_2,12:44:36.50,35.7168456,-120.7645254
veh_2,12:44:36.85,35.7168459,-120.7645254
veh_2,12:44:37.16,35.7168456,-120.7645255
veh_2,12:44:37.40,35.7168456,-120.7645254
veh_2,12:44:37.65,35.7168458,-120.7645263
veh_2,12:44:38.00,35.7168459,-120.7645254
veh_2,12:44:38.27,35.7168459,-120.7645255
veh_2,12:44:38.78,35.7168455,-120.7645245
veh_2,12:44:39.30,35.7168457,-120.7645248
veh_2,12:44:39.72,35.7168454,-120.764524
veh_2,12:44:40.13,35.7168461,-120.7645235
veh_2,12:44:40.40,35.7168455,-120.7645233
veh_2,12:44:40.84,35.7168451,-120.7645232
veh_2,12:44:41.23,35.7168451,-120.7645232
veh_2,12:44:41.62,35.7168453,-120.7645228
veh_2,12:44:41.92,35.716845,-120.7645226
veh_2,12:44:42.16,35.7168454,-120.7645229
veh_2,12:44:42.50,35.7168452,-120.764522
veh_2,12:44:42.92,35.716845,-120.7645213
veh_2,12:44:43.27,35.7168447,-120.7645212
veh_2,12:44:43.54,35.7168454,-120.7645225
veh_2,12:44:43.89,35.7168451,-120.7645227
veh_2,12:44:44.13,35.7168442,-120.7645226
veh_2,12:44:44.58,35.7168436,-120.7645232
veh_2,12:44:44.93,35.7168433,-120.7645225
veh_2,12:44:45.17,35.7168436,-120.7645226
veh_2,12:44:45.61,35.7168438,-120.7645216
veh_2,12:44:45.96,35.7168431,-120.764521
veh_2,12:44:46.20,35.7168434,-120.764521
veh_2,12:44:46.49,35.716843,-120.7645212
veh_2,12:44:46.73,35.7168432,-120.7645209
veh_2,12:44:47.00,35.7168436,-120.7645207
veh_2,12:44:47.39,35.7168432,-120.7645203
veh_2,12:44:47.80,35.7168437,-120.7645202
veh_2,12:44:48.14,35.7168443,-120.7645209
veh_2,12:44:48.48,35.716845,-120.7645217
veh_2,12:44:48.83,35.7168457,-120.7645212
veh_2,12:44:49.25,35.7168459,-120.7645212
veh_2,12:44:49.55,35.716846,-120.7645209
veh_2,12:44:49.97,35.7168456,-120.7645217
